City,Latitude,Longitude,month,Temperature,Humidity,Rainfall,Wind Speed,Pressure,city_encoded
Bangalore,20.573903302607956,93.97862332378457,8,30.54614417041764,85.80258586955384,250.5342097850738,21.83617418057638,1016.7154568070813,1
Pune,20.982598408404986,77.34424959989423,2,17.873416987389955,54.69207623544592,28.908987985449315,21.02704116540497,1012.849922845775,9
Kolkata,32.79827757336113,71.63177354255198,6,32.62240997914846,72.79081851069499,244.0188687229366,13.21009642696713,1011.0557645932782,6
Jaipur,23.850842051687316,81.7557471872802,6,37.218488664539,84.68727734205213,193.02683128781342,9.6016898371495,1013.1763893568943,5
Pune,8.886860096572835,71.30474240671519,12,20.654734659165133,78.96960652120303,16.320222877414274,13.121642651195419,1011.8195801904527,9
Delhi,32.644235497736474,82.09444958634866,9,13.735322670148106,81.32251039229588,40.818653314032,21.524347515504402,1013.6430106466983,3
Chennai,14.702113954443101,94.68861825536283,5,42.039290142927804,68.59671462255962,29.576693427979116,9.552650716387847,1009.1453286832635,2
Jaipur,23.596062760471774,83.10227611319218,10,14.405571498981562,75.56448589798686,13.353990309526148,15.488726917154986,1017.9699050281255,5
Delhi,12.468859570555292,85.87849207995743,4,36.68517730393505,69.0225340141092,7.110161775755404,21.12193495921495,1012.2555587769672,3
Lucknow,8.914737326658065,72.54251467224044,5,46.72826870609278,84.19482001010101,21.001139095704332,12.069549502567575,1011.4823063970737,7
Jaipur,16.409775620584448,69.26833315051911,12,8.626324606941202,81.51745907207314,10.675783805577403,17.84419274005395,1015.1020984831626,5
Lucknow,29.073384103744367,71.2134309032144,12,5.0,64.56233566485125,18.816013315138285,9.912631480976291,1011.6389940649533,7
Kolkata,15.49485366099429,85.35741569484661,10,20.64949059109556,70.7301425128119,18.842733511803964,7.185588907363199,1016.3327430502876,6
Delhi,13.942624780189622,70.75533927077683,11,16.486979861595586,68.81772988280495,15.034705164377467,20.887684501857127,1012.5427072436042,3
Chennai,13.74238117721311,78.90379380829803,5,42.67198377738375,78.27448108246973,25.575202619716148,6.9793724681741365,1015.1955841326544,2
Pune,21.909689424983938,83.95266627328652,8,31.186955860432462,79.63663463906137,101.54110661996963,10.427627901591691,1009.0745321644189,9
Ahmedabad,34.33961552343442,79.27093116026556,10,7.866632135510661,81.5387398274948,15.113079973678822,22.1021884399488,1016.4611918555511,0
Bangalore,20.39270267645935,72.74683024249374,12,12.709389081230087,72.40315843521564,17.51768747195623,11.929385741573345,1015.357179867781,1
Mumbai,23.047244960031293,75.9399479179091,8,28.512908351430163,83.24911684151732,209.17867460717088,24.46090699028322,1010.1171677846197,8
Chennai,31.237064483049817,94.92120845260874,2,5.300745847392713,65.4169417712675,24.167239963650914,24.594686695477193,1009.4528600974579,2
Delhi,22.446882411208783,87.60348599200431,7,33.306741891070246,95.0,136.59796637712913,10.365520409071134,1011.1629234872562,3
Ahmedabad,12.980497528309115,82.3853873217167,8,37.053993213767924,87.66894886207817,204.4326749060809,5.819564444997809,1017.760705860319,0
Chennai,16.08908961769488,68.36873180961992,11,14.48258329562799,63.043849561826605,7.066495732850016,19.10126568410758,1010.5683157456706,2
Delhi,16.368297009252494,96.78004661419463,6,40.995374194005635,93.08673648814026,281.8149871464692,14.019730052966874,1012.5612720894663,3
Hyderabad,18.727589117355144,87.47219311194465,5,35.51995977013278,64.0583895664157,13.342587773367097,7.015056879191526,1008.3002022571734,4
Hyderabad,19.523300444092236,77.1907518430034,11,11.422616105537067,64.40198845477171,22.69707839336384,19.150456379560858,1011.9722752956624,4
Lucknow,29.594114596005273,93.49879113993731,9,18.268988183537697,76.9237013915379,35.49209210818796,5.623498182238425,1013.713200154331,7
Chennai,17.43344897433199,75.49451698846272,3,29.238329218041102,71.95567693041222,8.540052858429789,22.403933809844844,1017.5312461250796,2
Hyderabad,20.64225936791724,83.7764807962998,12,8.213923346341245,76.44813173523822,16.151228696736606,7.773050582266075,1013.1673604494007,4
Delhi,24.87435165037841,86.44605214816492,10,12.761525213266975,63.76455513707091,26.712816628773357,7.5462375749345,1016.1910732617769,3
Lucknow,18.198600580884573,74.41083777215812,4,31.56102460875041,75.05456501693918,17.235889048668284,8.51344595937169,1013.471276425689,7
Delhi,30.58724995889299,96.37352108521728,9,16.83588252176128,79.0565551236595,281.0650302193473,24.205327169841333,1008.4078501343552,3
Lucknow,23.861247314320007,89.69756527339092,6,34.76571624597155,78.2341065412702,160.62516207735501,18.86338720507692,1011.1500827518977,7
Chennai,15.939206338966232,84.17658353982102,8,37.868018368550615,76.07651583904135,162.42125611870648,21.027430709272735,1013.755495078311,2
Ahmedabad,27.27959839432536,73.23724334708372,7,27.209102865503958,78.56366423345352,62.33163289514361,12.952699714655061,1017.5059396593113,0
Pune,22.246488713909216,69.56188800294275,11,9.533538954748664,55.47892183145942,24.671718592109933,11.72625455009911,1016.5913035975124,9
Jaipur,22.430309063945664,77.28173514310852,2,16.859074766418694,72.84520494791911,9.668066136610685,9.689680135663398,1010.2835561417885,5
Ahmedabad,20.98937460646482,89.84243274148868,3,25.160003863795655,68.27901844163878,27.289537213052505,14.612960566248178,1010.2010983001917,0
Kolkata,21.419322618173723,75.81060765075873,1,19.353261840635934,69.98530538765691,27.592253948920693,16.036574670683372,1010.011729671139,6
Delhi,28.664619588788497,83.64713039436965,9,19.517704402672926,84.39524606482182,284.6937302060204,17.635496873055107,1017.224988963025,3
Kolkata,10.780499941945518,89.11046812519155,7,42.753817312684134,77.61466735453392,170.4622320578343,10.14237007997389,1016.5266615310172,6
Ahmedabad,17.02779590538302,71.13036772474747,1,14.500989477659786,77.48832495393424,21.281532189158398,23.973081618059812,1015.7488343225294,0
Lucknow,10.03859082270501,87.87364246736033,3,28.040388341436635,82.02599387676405,24.01992876166491,8.395169964142717,1011.9273511422423,7
Jaipur,28.337647960181172,70.6642557435913,4,25.98808238396478,68.91783275768567,6.537394703562572,24.313063495328247,1013.0438070429876,5
Jaipur,15.352150077448085,95.9887625216829,4,34.11911176703926,72.56868373556722,19.225844264932423,5.297122450150075,1012.6433174479515,5
Mumbai,32.23062106510987,82.16342977188324,5,31.352055031359164,67.2435910439566,3.9260433351894153,14.622513836336912,1010.5339810755937,8
Jaipur,22.21761859980093,72.36960712358645,3,21.977284296372652,83.66263186093354,16.434284251495598,11.667356762331256,1013.0502804614877,5
Pune,29.62024383012527,77.92912544497285,3,17.353507188514047,58.906255036640964,7.18075240374614,13.982468278605015,1008.3049654785275,9
Jaipur,34.43114876163095,79.98907702956258,1,5.0,60.55379331245817,7.938919000976287,16.41329157961578,1009.3181037349746,5
Ahmedabad,30.674299205327404,89.98736532121958,7,35.06749574806465,77.8933859965861,128.5628430070024,13.71178316025418,1016.8658959616895,0
Mumbai,31.408831520311136,89.55928979622166,11,5.0,67.3892304261379,14.67580350134558,13.2969370060319,1015.5167976703142,8
Ahmedabad,19.015581374850807,85.7462746547826,10,24.185206030556962,66.01467043310997,19.825655462369056,19.654468308266132,1012.2286840905908,0
Ahmedabad,22.896510072002172,71.07199066419629,1,12.534866171986481,64.8053715946717,5.009567297839923,18.71752550172929,1013.1715036228388,0
Bangalore,14.854991229169215,72.39551177604254,2,23.462207198670786,62.40939123126103,16.599677553411002,21.665425640716958,1011.6999888595998,1
Mumbai,13.295053691723226,70.71895069872114,4,39.37015648857398,73.48857930967917,7.9308785168337295,9.99917962478991,1015.4077986716068,8
Ahmedabad,21.64871273586291,84.73801071533896,4,32.762421705958424,61.089199252538585,18.49732972585703,17.19057019508127,1015.8418717923208,0
Bangalore,24.066322451911354,93.43701480383072,5,29.35430535720067,67.86708194693853,20.209924531051954,16.70389570785708,1015.6328519020316,1
Bangalore,17.160323639197156,80.58021485538838,11,13.84470984942343,80.29749044497188,18.031149926927053,12.394756217453775,1015.2261172483445,1
Mumbai,23.374974979614507,72.66459704477464,2,17.735493929861356,70.3535348667786,22.933978782914306,14.721150838053617,1010.045043386928,8
Kolkata,31.96143302786458,84.18322742932004,4,23.184162027286018,75.34520048944293,12.061449594504337,11.275642866114575,1011.3796997924048,6
Lucknow,23.031482789150886,91.54081428910558,1,5.7688631715019865,75.58000488467735,23.657877974094532,7.836887952339704,1012.6984543498368,7
Pune,27.46195360038368,89.50964978387498,2,11.773223767960644,69.73246236481299,14.684711206121229,9.276024213254656,1011.3079299142765,9
Lucknow,29.743504118663438,93.56207261057563,1,9.727132197069146,85.66743107512465,16.072981454710114,7.110272928024022,1015.5494020015833,7
Jaipur,34.69567711279696,76.05916082021717,10,9.884133456366596,59.47851537269419,20.49875743604893,18.661391503802484,1011.2935352424995,5
Pune,24.286329858778448,73.62466215076547,10,14.284924084879151,75.92452651934023,3.495676367979047,18.214547862183032,1009.3823208678534,9
Jaipur,29.784954021989822,93.51467809231622,4,27.9263846135824,61.6503765884423,20.657843978346705,24.012127431597456,1011.990404520483,5
Ahmedabad,33.99153160098162,87.06924907056268,4,20.60725365811055,79.52513031821869,19.701799024947114,19.593568272944825,1017.7991443278238,0
Delhi,33.499062590586384,77.01693897021907,7,22.479516223817313,78.69634403317855,113.65872152338558,6.0409167751226285,1010.2588141293357,3
Mumbai,11.809209916998267,89.52809346660277,10,21.679234102012725,66.04114576126092,5.316445692286216,22.684903478579084,1014.1215865894322,8
Pune,18.972592323385093,91.63843314993068,11,17.920211390049943,75.72804415801582,5.4552571476521114,22.253503258914517,1012.3297304983971,9
Pune,16.74773164988359,85.83436896989284,11,14.189454377838636,68.59627368907499,27.92704116860117,13.866406415453973,1008.7102456764933,9
Ahmedabad,10.346975403659432,87.94863918651754,9,32.3922677389474,95.0,216.10541673097603,16.71726101055843,1012.8787660599806,0
Kolkata,25.097500922595934,78.88253722883732,9,20.422484673098616,88.83062618756944,64.3177057180999,24.521566649450378,1015.0216432864831,6
Bangalore,27.869424556292063,83.62217435294814,5,37.80725118045195,78.04314669244856,12.631525571340472,15.646087276963325,1013.1321997582781,1
Ahmedabad,30.899458577605856,83.20061595105871,10,14.05830988400151,62.43614514680122,18.997040835343103,23.106436567521797,1016.7210606374658,0
Hyderabad,11.31497602089313,92.59338594279238,1,26.013978826863315,71.41382378930165,25.560436037447513,6.660775156203728,1010.8893701665759,4
Bangalore,31.663990048632932,92.3589554281833,1,5.0,51.59183829143428,4.17884507525123,8.821037374173656,1008.8624917130396,1
Mumbai,25.358990217584836,92.14773361106425,6,36.99968129217341,82.45802690840442,93.89094549690239,13.815098868826357,1017.3656561165801,8
Bangalore,27.006545648739756,68.31991681361151,2,7.744835832745823,67.33731962021528,27.02322273797526,16.695136166746096,1011.7819634952822,1
Kolkata,32.58684809558821,89.73681904959776,8,27.261324801884253,83.62292455513509,32.47469854963045,21.324557037256003,1013.7640555145364,6
Bangalore,24.868554318167778,90.00161531321913,9,18.001817891661975,86.828727995507,84.3777577543496,24.765242302863737,1015.9200312613019,1
Mumbai,17.06837814304555,87.67298586279911,4,35.89562417685145,69.38828598144093,28.893652751270082,12.777029929482328,1011.2431366387558,8
Kolkata,30.277897948411816,89.93167507885212,5,26.876155115138594,67.21031167226843,19.561849856098622,5.948312722801699,1015.1616453817761,6
Lucknow,17.802598729267444,92.41714077340455,11,12.40093947960338,67.98743358562137,10.065126899212673,21.023430065906496,1009.3541884981782,7
Pune,8.924158992154286,81.63925256895179,8,39.248885513127476,91.37449887480065,48.08759548687885,17.087614381656163,1010.9129374720551,9
Pune,30.427671677261742,82.55945619116497,3,15.23423687616315,72.59286580658203,3.7611661920749984,8.970857177364033,1009.4471063613652,9
Jaipur,17.32018791179444,71.61670765043033,5,38.91686261788409,71.12454016915575,9.608117150197037,14.896569132428404,1016.1123055840136,5
Lucknow,28.893532126436188,79.1759006083735,3,16.640367914075817,78.39103666559743,26.80011712890058,19.846204910674487,1010.2264923522679,7
Lucknow,17.794463155980527,86.65759021744174,12,14.664431210556499,65.24207175325395,14.229668666032756,20.408235741372877,1015.1740355540521,7
Bangalore,31.248836539317484,90.63159350827095,10,5.586342389358455,63.21622017892777,22.449000967481812,14.99236823997524,1017.4329839724566,1
Pune,13.926784177185885,74.29906383304511,3,30.920196939292893,59.052404963681354,27.79369595525886,11.104290602577183,1013.2777220906888,9
Mumbai,34.31277616036949,71.99686407561782,3,17.603656528621084,69.47917680517332,14.017092463276049,24.47485164076987,1013.4002919226069,8
Chennai,29.053486919276832,87.22821813051428,12,5.0,72.45915171353214,8.16448901800972,18.26725221912986,1012.6103356809781,2
Chennai,11.084423999850713,68.05451662222241,7,43.369085184643204,72.4000755229503,169.62184133136824,13.164750386925974,1011.2589014339364,2
Kolkata,23.27596873909713,73.17280494491257,7,35.07803218994812,65.90848204031474,275.1825955061607,10.609264484093048,1012.7565503092492,6
Pune,34.60491743052684,68.84307002997465,7,30.245622737427237,95.0,247.18109181717915,19.622059660071244,1014.0280753226676,9
Pune,20.71876722273299,72.83966841779126,10,17.907309114673687,72.97104870687392,4.777405770805152,9.843668911875355,1017.8599157217066,9
Chennai,12.916892748182747,73.25825911783966,8,36.972842917631006,71.95984709443873,216.9946560209471,8.434199779473763,1017.3776455931823,2
Pune,21.08901591305935,79.24253424776143,5,38.97079827988322,46.70037255404577,18.44123310639175,15.596677779241405,1016.6215295829312,9
Bangalore,21.836356708811884,79.66748661591012,5,33.6144192402078,67.65180308755234,27.50150576135349,10.799747852882838,1016.8913053570486,1
Hyderabad,28.02554749417397,93.3536116476969,4,28.523640535989667,68.48744312069563,6.306998254958025,17.578102898472302,1012.6784918329205,4
Delhi,26.86883803534442,82.79318166246593,7,34.12113255159635,92.82731205582334,174.1897505652573,7.35877349748467,1014.5744432717746,3
Lucknow,18.868851177118472,88.9787382027563,10,17.881493644888575,69.7691030855575,26.74549272482109,18.09882209134643,1016.9506672293621,7
Jaipur,13.886623902340336,71.01998337968834,4,35.274943482786036,78.4569402884796,14.070642242027061,10.665930559954045,1011.9295076499135,5
Kolkata,25.416462529771895,74.53772390844712,2,10.90678720933211,70.25515100110343,16.01386277878741,5.004858688690255,1017.6176247834546,6
Hyderabad,19.38600623293861,88.38535978838163,4,34.99564702268684,72.66147418699056,4.9024382970078735,7.538721153483527,1012.1578606206918,4
Chennai,11.57145770038392,69.53131485358732,8,43.32977534716005,82.45957686241287,105.09878292120592,23.67230755670188,1014.0108266539321,2
Lucknow,32.31545213338241,82.11133220506883,9,13.635715052207688,82.42112390324105,117.61679527561577,22.347092782307158,1015.0980471327238,7
Pune,26.66299015546067,85.38170000422508,3,21.444767986285914,65.7049099969453,28.518306116111944,9.672180640724736,1017.5059201307594,9
Jaipur,26.445964124028,85.46222367752195,7,26.97252870173797,86.31029827434278,106.32018734611293,20.567438090909825,1010.4461627405227,5
Pune,30.209764649615195,68.66505152677323,12,5.0,66.97338988111609,15.443455852280604,17.171431863479484,1015.4613097823865,9
Mumbai,22.30086532368719,77.34113212264639,9,23.466130942437545,78.14823979164875,211.25219436235554,24.41809422899739,1013.2081558614408,8
Mumbai,30.006469566866343,86.45822888042547,11,5.0,81.8783184827622,7.378951055012688,12.472113190681181,1010.6855714062065,8
Jaipur,21.448450344797156,72.32099234832806,4,28.93172059979349,81.87014622378314,16.133944452830608,18.629212250343425,1015.7660683979639,5
Jaipur,9.813735797724172,88.16705380151355,10,24.045672692414005,88.52402219117336,22.940554065849504,6.270714448478372,1013.5222228017385,5
Chennai,18.941698376747595,89.63183105559656,3,27.123219483581043,70.93218572690125,26.405090751730786,12.92494693632812,1014.6097382064968,2
Jaipur,21.431552137457047,96.47710652293821,5,36.68315229158181,71.46025072099367,19.90900041588552,24.27635322376361,1011.229010685779,5
Bangalore,27.445469704071986,74.08541785083587,1,5.0,62.61115681480955,21.064444913557594,15.779617489002412,1012.8127395182761,1
Pune,10.877625713474208,91.92878936231735,3,26.335798971315434,62.68438070211587,6.409653759783361,10.757590066696892,1014.1735425098807,9
Hyderabad,11.780500543832122,83.08860073064096,8,37.65500403136277,88.68386633732581,285.35965425651375,7.405419262572137,1012.0491081426984,4
Ahmedabad,15.119462671134643,78.83041528818103,11,17.687108564486365,71.2968162443261,6.579500092081024,19.07056680363061,1009.983725398477,0
Jaipur,15.19545662101382,71.54892596243016,8,28.50112017501324,79.29127363004287,239.16169303908555,17.897120868594534,1017.616404923153,5
Kolkata,27.768983618394685,89.32966258813859,4,25.185622576829356,60.61355702711803,10.150040688014608,12.478774272075492,1013.1146754004262,6
Mumbai,14.76972783516314,74.83987037516692,2,20.505474162317224,75.52142862562908,28.20701487993379,24.018827037316687,1015.3392037028771,8
Bangalore,25.093647710651084,78.77123805431833,8,32.990095166104474,90.4989434972242,224.38907562975947,5.444056259757007,1012.1104719355606,1
Lucknow,21.34539395373333,69.81372458002369,8,30.668619401874746,79.43413578854755,233.52970250415962,11.074477032636516,1011.5513176402571,7
Ahmedabad,23.478948210843818,91.23964055876606,10,16.265808385547732,70.97213389008729,8.91459767261685,23.421389725991627,1012.0716429846713,0
Hyderabad,30.628888005813987,90.23106719517766,4,24.8206610156112,59.652914742947715,14.962079369149341,11.418708766388807,1012.0919664378565,4
Ahmedabad,18.918300541823655,89.27485907122707,3,19.87366012711947,64.92749647355265,19.680956253910733,10.045056677103407,1013.4418011594196,0
Jaipur,28.814607180735305,76.68386180426471,2,13.152935905306967,69.25948261794187,23.789287691578224,15.684408198624947,1013.4346986998137,5
Chennai,19.394973607868558,73.03092215371277,9,26.53021063007402,79.69922585804082,58.06903149634519,21.476034998410757,1012.9715381588287,2
Mumbai,17.554527167153736,86.48904466963666,1,15.890803128534202,74.42021219778401,28.983863544272264,7.062935217567221,1009.3478578491744,8
Mumbai,33.882933787456956,82.38882513928337,7,39.06274714610999,83.64605885393854,270.35958104973014,23.860414192914725,1012.9607547850053,8
Lucknow,12.978014858332006,73.1693215402346,5,37.755630351605205,71.36395359480028,10.299411943380777,20.90145762362328,1009.6910390042065,7
Chennai,10.439097935595413,87.89142686044605,8,45.722811600807,86.66669797800468,252.14526561872964,8.625005111031038,1009.2613578629577,2
Pune,28.81661998945792,96.74266652281781,4,24.984361450232598,67.5455983823595,16.994745922075232,19.240159223963254,1017.3264571734117,9
Delhi,9.842742044560472,89.66936804451909,7,47.37817413432723,89.90998028183664,154.68775002174502,12.699174452751143,1014.0495001314771,3
Bangalore,30.601132748981794,89.45960521388274,5,29.77293812167742,80.32595705899264,11.489720856907946,13.045893561526373,1014.5949005812458,1
Mumbai,19.804221701645574,95.55906983498716,5,37.27429469525599,64.85975619584289,18.686151839052997,20.665801848777328,1012.0179367033336,8
Kolkata,32.71886928688168,73.88515465967217,9,13.515405785778384,76.04075756016717,227.07006177997138,24.255696159614644,1017.0898089191486,6
Mumbai,27.48138725029145,84.40094898272177,9,20.403416406485867,89.79158147208558,140.95188433994474,7.533117456943879,1014.3793048957966,8
Ahmedabad,24.480926009214855,96.40975473598262,9,17.263738102613083,89.21376670926944,199.88918211223884,13.412604737576387,1015.6916986952359,0
Mumbai,33.63128352055968,72.79352921813506,12,5.0,70.17992639734243,21.881448871193204,14.61883216168607,1011.6856246902771,8
Mumbai,18.709533072405463,88.30730682389111,6,40.18379032741987,70.32164171742878,222.0028905941272,12.526236339099952,1017.6001188081913,8
Delhi,33.760347286570095,84.98849423318515,6,26.00151415362285,92.12778244335314,44.030846495418665,12.2637824743245,1016.2046129015831,3
Delhi,11.645034490372588,85.0078936734725,5,43.72431489048107,62.34134221500694,26.213190753496807,6.04537335123193,1016.5394846301455,3
Hyderabad,21.061383432175145,88.23244819808218,9,28.322340904847604,71.3644995844182,153.72839498656293,18.710772411252464,1009.7219426742575,4
Pune,15.287603004589261,94.95889076339483,10,20.063912335279927,64.97823392011351,10.08523420579779,13.724288342400907,1010.7096320787122,9
Kolkata,22.575755030521222,90.6948762556888,8,31.914756830211886,77.40152712416088,95.27641701951403,8.895876052878535,1010.8562659968358,6
Mumbai,12.374374703072785,69.62794699907009,7,42.29801246716193,82.32256972155514,160.41381046786663,21.320670046041368,1010.7090922324687,8
Mumbai,30.72130082837117,92.72911257639562,7,32.087105943840506,77.82707488403376,269.444515656619,21.051214963032557,1016.5540816210429,8
Bangalore,30.853011931493047,74.54069856784625,6,33.774113671176174,82.69979624339632,132.15384705431467,14.727832561777877,1008.3188479520859,1
Delhi,33.79138044353393,78.93051077735478,5,32.90310320182867,68.59403432824584,23.242595163155666,10.96901322295521,1008.7609998898077,3
Kolkata,12.176147803847378,81.39025159475908,4,38.63238992042445,60.84082891343724,5.614105736654902,17.76185451592905,1010.739148706299,6
Lucknow,24.82997887443475,81.94627402183902,3,23.541981314725916,77.2255469118277,15.853530958078668,10.76304271554806,1009.9987297464944,7
Hyderabad,20.804407334909982,80.62023157840535,3,25.050676750688847,62.67172820825549,29.77552579060386,9.720158606474241,1010.3185961388285,4
Pune,17.298360765194296,95.18324553226007,6,46.4489267334336,91.04005519192907,238.018206753931,19.61029308052653,1015.9794318925331,9
Chennai,17.49158435062391,88.47455122225671,4,32.75023535667468,63.09652016006703,8.68426918789655,5.8065047944190145,1013.6312659389205,2
Pune,19.14542586638231,86.30394873274449,12,13.318675245525991,63.80792751850692,16.53891978984359,6.895369420691879,1008.0577066129297,9
Ahmedabad,27.032989841601733,69.4454188057053,12,5.0,73.55686119093758,9.307868618511296,5.1357634804717955,1012.2932276570419,0
Mumbai,24.153723573240175,94.21348657755087,6,36.88445661008237,71.00786474341861,140.5814503608775,8.058863729508523,1012.0788492685036,8
Hyderabad,20.411400844550542,94.3723155682435,3,25.346136777704686,82.64799475458427,24.06226864084405,6.379800174209189,1009.1394526944455,4
Ahmedabad,10.050202079979798,90.62617883947297,4,41.61655952529619,67.00578015798622,23.823070012840898,24.916047355598373,1014.7614178860146,0
Kolkata,10.099664290131841,68.20384691059496,9,32.97158143852865,92.7181397948699,91.58710203364399,10.776199399081792,1015.0209718837949,6
Chennai,8.063163546896012,69.66112728125108,5,48.58398976876135,70.29024806618595,27.900029590181223,7.985360253384945,1015.208932190521,2
Delhi,34.12788348159133,74.5314873657862,7,31.822428444180066,95.0,189.99340934650326,9.819925159918359,1015.2847094555859,3
Hyderabad,8.141853101076393,71.8091328362023,10,30.342866575984544,68.65927263713853,13.257955855974393,23.722511430802694,1008.000528269323,4
Hyderabad,10.783531142371112,79.56624486140815,2,27.8806388635938,75.4675305691622,16.552260681083236,15.403204460487913,1017.5392080384672,4
Mumbai,16.494107033854092,94.75606868454591,5,39.8284768516117,63.71544553242028,19.33692384281908,12.296361926157138,1016.1420876705466,8
Jaipur,29.800616799052552,81.68975259171295,9,14.891784076072987,75.28283341763648,181.17044359836206,22.467829158184387,1017.0398169658929,5
Hyderabad,33.97666721563118,68.3886761665328,11,5.0,81.29243455889909,16.13293595947681,12.89980541098065,1008.1564329530744,4
Bangalore,29.330366087380114,76.1996249977841,3,20.563847507685292,68.60494457042066,16.6331857104138,11.700171399153916,1017.3385879578574,1
Chennai,26.645126276032297,69.29325234281589,9,24.50191100642711,84.22650889559256,77.63121581552927,9.145650450994712,1016.097885286881,2
Chennai,22.07511802016637,69.05234105579156,11,8.937582649192635,75.60286527884875,24.94378841622634,12.55593647818823,1016.372191429587,2
Bangalore,10.341040720278958,75.99587573977101,6,47.43852145769579,81.58700423987199,176.27528638407415,11.33368712033852,1008.9328738472196,1
Lucknow,33.870611411106125,75.99275782168942,4,16.885058383538794,90.98310889713224,6.539156266026983,18.54607918596282,1015.387780289186,7
